article_id	span_start	span_end	span	context	label
759478604	12559	12579	would not rest until	But it is these signs of refusal of the programme that have infuriated the despots of the New Paradigm who would not rest until every last individual house of religious life was co-opted, subverted to the new ideology.	Loaded_Language
738060046	0	82	UK Bans Free Speech Activists While Admitting Numerous Preachers Of Jihad Violence	UK Bans Free Speech Activists While Admitting Numerous Preachers Of Jihad Violence, Hatred & Sharia  The banning of free speech activists Martin Sellner and Brittany Pettibone from the UK is just the latest of many, many examples of how the British government bans foes of jihad terror while admitting its proponents.	Whataboutism,Straw_Men,Red_Herring
703056647	1987	2041	The tradition has been banned since the outbreak began	The country’s health chief Willy Randriamarotia said: “If a person dies of pneumonic plague and is then interred in a tomb that is subsequently opened for a Famadihana, the bacteria can still be transmitted and contaminate whoever handles the body.” The tradition has been banned since the outbreak began, but it is feared ceremonies have taken place regardless as local continue to balk that their rituals have contributed to the outbreak.	Causal_Oversimplification
707772906	5077	5172	There is a culture of corruption in Washington D.C., and we desperately need to drain the swamp	There is a culture of corruption in Washington D.C., and we desperately need to drain the swamp.	Appeal_to_fear-prejudice
783702663	41525	41536	apocalyptic	In this respect, what the neo-Catholics are defending at bottom is themselves—that is, the reputations they have all staked on their defense of the indefensible against the traditionalists they have arrogantly mocked and marginalized for decades only to see, to their horror, that traditionalism is ever more vindicated as the scandals of the Novus Ordo mount under this reckless Pope to an unsustainable, indeed apocalyptic, level.	Loaded_Language
752287274	7552	7607	if I ever call the police again [he] will do harm to me	[Imran] threatened that he is very powerful and if I ever call the police again [he] will do harm to me.” She said that Imran eventually agreed to remove the listening devices and did so in front of her.	Appeal_to_fear-prejudice
778139122	11634	11667	the great atrocities of histories	Keeping quiet has allowed the great atrocities of histories to take place.	Loaded_Language
728972961	17779	17789	the belief	They found that twenty-two percent no longer have the faith, the belief in the Real Presence.	Repetition
783702663	20753	20765	agonize over	For heaven’s sake, the men who govern the Church today require a Vatican summit meeting to agonize over whether serial child molesters should be defrocked.	Loaded_Language
762200179	6609	6625	It did not allow	It did not allow Iran to conduct commercial transactions in foreign currencies via the US banking system.	Repetition
761674108	975	993	summertime soldier	Bob Corker is another summertime soldier calling on colleagues to stand and fight Trump while he retires to Tennessee.	Name_Calling,Labeling
701447437	1542	1555	cash-strapped	Josephine Ralisiarisoa firmly believes the country’s cash-strapped government is just exaggerating the problem to get money ahead of an election next year.	Name_Calling,Labeling
788726416	3962	4010	demanding that the agencies defy President Trump	Top Congressional Democrats Nancy Pelosi, Chuck Schumer, Adam Schiff and Mark Warner penned a joint letter to ODNI Director Dan Coates, Deputy AG Rod Rosenstein and FBI Director Christopher Wray demanding that the agencies defy President Trump.	Loaded_Language
771879020	8216	8269	This is a huge milestone in the history of our county	This is a huge milestone in the history of our county, and as such, it should be celebrated as a victory.	Exaggeration,Minimisation
785801366	9082	9102	Sharia’s gatekeepers	Indeed, the contemptuous, snickering and roaring laughter of people, as they gaze at the pathetic rules and lives of Sharia’s gatekeepers, poses a danger to tyrants like no other.	Name_Calling,Labeling
773937361	4128	4149	predatory gay priests	As Dreher reported, When predatory gay priests run seminaries, they select on a bias for gay candidates... Gay seminarians who intend to be celibate, Sipe said, face tremendous pressure to have sex.	Name_Calling,Labeling
782086447	6339	6345	tragic	Likewise, Nuncio Sambi transmitted to the Cardinal Secretary of State, Tarcisio Bertone, an Indictment Memorandum against McCarrick by the priest Gregory Littleton of the diocese of Charlotte, who was reduced to the lay state for a violation of minors, together with two documents from the same Littleton, in which he recounted his tragic story of sexual abuse by the then-Archbishop of Newark and several other priests and seminarians.	Loaded_Language
789615291	11179	11219	dubious ideology and dishonest narrative	The Dems know that most Republicans come to this conflict with the huge disadvantage that results from accepting your opponent’s dubious ideology and dishonest narrative.	Loaded_Language
999001619	818	864	The propaganda function of the piece is patent	The propaganda function of the piece is patent.	Doubt
707566605	220	265	it’s inevitable that this bacterial infection	Officials warn that it’s inevitable that this bacterial infection that’s infected over 2000 people will become resistant to antibiotics.	Repetition
766942310	757	775	schoolyard bullies	It seemed as if two schoolyard bullies had been forced by the principal to shake hands.	Name_Calling,Labeling
780414700	2183	2225	the degenerate and even criminal shepherds	Bishop Morlino has now done it, and we respectfully demand that the rest of the American bishops either follow suit or face the charge of being complicit with the degenerate and even criminal shepherds, accounts of whose betrayal and vice now dominate the news.	Name_Calling,Labeling
761674108	3465	3473	Trumpism	Flake and Corker are being beatified by the Beltway elites, and George W. Bush and John McCain celebrated for their denunciations of Trumpism.	Name_Calling,Labeling
761546223	3272	3286	indoctrination	However, unlike government schools, my curriculum never puts ideological indoctrination ahead of education.	Repetition
727569885	2843	2860	Obama’s groveling	Worse, it emboldened the mullahs (appeasement tends to do that) who seemed to revel in Obama’s groveling.	Loaded_Language
111111122	343	356	complete hash	Even though not everything that’s gone wrong is Trump’s fault, he has managed to make a complete hash of Brett Kavanaugh’s nomination to fill the empty seat on the court.	Loaded_Language
758386255	6170	6178	Bad Nuns	Anyone attempting to do this are Bad Nuns [insert string of incomprehensible papal insults here.]	Name_Calling,Labeling
762206044	4136	4157	to dance to his tunes	“Mohammad Abid, a victim of [Ashraf] Awan’s alleged high-profile swindling, said that [Ashraf] Awan’s son had easy access to the corridors of power and that’s why he was able to [pressure] the police to dance to his tunes,” Dawn reported.	Loaded_Language
755393220	4244	4259	outright insane	While the current Iranian regime is certainly no bastion of freedom, the idea that US intervention or a violent revolution would be beneficial for the people of Iran or American citizens is outright insane.	Loaded_Language
793534424	290	298	suffered	Longtime Geller Report readers have suffered Powell for well over a decade.	Loaded_Language
999000145	2251	2318	Trump's base is all that energized, it seems pretty energetic to me	While some don't believe that Trump's base is all that energized, it seems pretty energetic to me and attacks on conservatives on social media and in search engine results have only furthered their outrage at the establishment, both Democrat and Republican.	Loaded_Language
788173482	2048	2078	prove a political masterstroke	It may even prove a political masterstroke of sorts for Trump.	Loaded_Language
732610971	2211	2217	ruined	"He also said that Soros has ""ruined"" millions of lives via his ""mafia network."""	Loaded_Language
788173482	1507	1533	disgraced ex-FBI employees	The documents affected involve a FISA warrant against Carter Page and text messages from disgraced ex-FBI employees Peter Strzok and Lisa Page.	Name_Calling,Labeling
773937361	11090	11152	dedicated to the destruction of everything we want to preserve	In Germany, in the US, in Canada, in Italy, in Britain… throughout the Church in the 1st world, and in much of it elsewhere, the men in charge of the “institutional Church” – that is, whose names are on the bank accounts – are dedicated to the destruction of everything we want to preserve.	Loaded_Language
789121265	1317	1337	flimsy and meritless	— Juanita Broaddrick (@atensnut) September 21, 2018 Yet now the Democrats, including Feinstein, want to demand Christine Blasey Ford have her day in court, figuratively speaking, for her flimsy and meritless accusations against Kavanaugh?	Loaded_Language
789121265	400	419	The Clinton machine	The Clinton machine did nothing but shut down Broaddrick and paint her as a liar.	Name_Calling,Labeling
787668628	3729	3842	it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences	So far at least it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences during this #MeToo moment.	Exaggeration,Minimisation
764664283	2150	2287	He ignores the fact that some Islamic authorities see this passage as calling for nothing less than unlimited warfare against non-Muslims	He ignores the fact that some Islamic authorities see this passage as calling for nothing less than unlimited warfare against non-Muslims.	Doubt
790677230	1964	1972	and then	And then, and then as no doubt was expected, if not planned, came a long series of false last-minute smears designed to scare me and drive me out of the process before any hearing occurred.	Repetition
783702663	9951	10100	Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth. That’s all	Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth. That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.	Appeal_to_Authority
721890296	2817	2860	chaos, anarchy and illegal border crossings	“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.	Loaded_Language
999001619	8901	8916	a bizarre tweet	“The Guardian, an otherwise solid and reliable paper, has such a pervasive and unprofessionally personal hatred for Julian Assange that it has frequently dispensed with all journalistic standards in order to malign him.” It was also apparently evidence of the paper’s clickbait tendencies: “They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false.” And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.	Name_Calling,Labeling
769752554	1047	1061	Real tough guy	It would be nice to know who he is for someone to let him know his actions are not okay!” Spittler added: “Real tough guy… approaches a group of teenagers minding their own business just having a burger!	Name_Calling,Labeling
782086447	8923	8930	destroy	If this were done, the civil authority would no longer have to judge a cardinal, but a pastor with whom the Church had already taken appropriate measures to prevent the cardinal from abusing his authority and continuing to destroy innocent victims.	Loaded_Language
783702663	27843	27872	endemic homosexual corruption	On the very day Archbishop Viganò’s testimony was made public, Sandro Magister summed up the entire state of affairs in the Church universal after decades of unrestricted homosexual migration into the hierarchy, to which Bergoglio has contributed mightily: “From the seminaries, to the clergy, to the bishops, to the cardinals, homosexuals are present at all levels, by the thousand.” Archbishop Viganò now provides his own decisive summary of the situation, based on firsthand experience with a now endemic homosexual corruption of the Church: Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.	Loaded_Language
701447437	363	376	is said to be	The local tradition is said to be one of the major causes of the spread of this disease.	Appeal_to_Authority
705035735	3016	3078	regions already devastated by the ongoing black death outbreak	Several hundred people have been exposed to the virus as officials worry this outbreak could spread rapidly into regions already devastated by the ongoing black death outbreak.	Loaded_Language
701447437	1556	1643	government is just exaggerating the problem to get money ahead of an election next year	Josephine Ralisiarisoa firmly believes the country’s cash-strapped government is just exaggerating the problem to get money ahead of an election next year.	Doubt
707566605	1772	1820	antibiotic resistance is more or less inevitable	If you throw more and more antibiotics at patients, antibiotic resistance is more or less inevitable.” Dr.	Repetition
766632016	3742	3775	what the Jews call ‘the Holocaust	Some esteemed people shed tears about what the Jews call ‘the Holocaust.’ […] “Did the Nazi annihilation – the Holocaust – target only the Jews?	Doubt
786919720	4347	4364	political theater	This is political theater over a man who is not an originalist and not a strict Constitutionalist.	Loaded_Language
761674108	2267	2292	Could Republicans not see	Could Republicans not see the factories shutting down, or not understand why workers' wages had failed to rise for decades?	Doubt
790720480	1634	1741	Perhaps Arizona will put someone in that actually has a spine rather than living up to Senator Flake's name	Perhaps Arizona will put someone in that actually has a spine rather than living up to Senator Flake's name.	Doubt
772947654	3153	3160	loudest	First, the very people who have been loudest in attacking President Trump about his performance at the Helsinki summit are the people who failed to protect America from Russian meddling in 2016.	Exaggeration,Minimisation
738207834	1224	1239	grave questions	In no uncertain terms, this letter, bearing Benedict's signature, affirms that “there is an internal continuity between the two pontificates.” Whether Benedict actually wrote this letter or not, it gives rise to a number of grave questions that need to be answered rather urgently before history closes the book on this commedia diabolica.	Loaded_Language
759468687	4331	4479	Hamid, if he cared about this, would be confronting honestly the teachings of Islam that make Ramadan the month of jihad, and working to reform them	Hamid, if he cared about this, would be confronting honestly the teachings of Islam that make Ramadan the month of jihad, and working to reform them.	Whataboutism,Straw_Men,Red_Herring
762340819	2258	2287	crook and an economic Leftist	A crook and an economic Leftist, who betrayed Taiwan for the People’s Republic; his record certainly isn’t good.	Name_Calling,Labeling
999001287	4308	4583	It looks like Democrats may have hurt their own interests by misleading their voters. They may have believed that they were supplying the correct information, but they still should not have altered official documents without verifying that they were right, which they weren’t	It looks like Democrats may have hurt their own interests by misleading their voters. They may have believed that they were supplying the correct information, but they still should not have altered official documents without verifying that they were right, which they weren’t.	Doubt
999000599	327	350	just how evil and awful	“They All Look The Same” – Hillary Cracks Racist Joke After Booker/Holder Mix-Up  This article was originally published by Tyler Durden at Zero Hedge Being the paragon of political-correctness and queen of virtue-signaling opportunism, Hillary Clinton sat down with Recode’s Kara Swisher this weekend to answer questions about just how evil and awful conservative opponents have been in the last few months.	Loaded_Language
783702663	3761	3797	someone he knew well to be a pervert	He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.	Name_Calling,Labeling
765197039	907	911	Sure	We will simply lose….We absolutely have to get that Muslim majority living in many of our towns and cities on our side, more attuned to Western values than some pretty hardline interpretations of the Qur’an.” Sure.	Loaded_Language
729668796	4133	4142	well done	I say, well done Mr.	Thought-terminating_Cliches
783702663	15115	15186	The struggle, to the extent there even was one, obviously has been lost	In answer to my question then head of the USCCB, Wilton Gregory, made an explosive admission reportedby the international press: “it is an ongoing struggle to make sure that the Catholic priesthood is not dominated by homosexual men.” The struggle, to the extent there even was one, obviously has been lost.	Doubt
999001032	3280	3306	whip them up into a frenzy	You have to whip them up into a frenzy in order for them to vote.	Loaded_Language
764664283	4110	4131	That sounds wonderful	That sounds wonderful, and certainly pleasing to multicultural ears to learn that the Qur’an is more merciful than the New Testament.	Loaded_Language
757171650	62	71	Explosive	“We Now Have Urban Ebola” In Congo, WHO Warns Of “Potentially Explosive Increase” In Cases  This report was originally published by Tyler Durden at Zero Hedge Experts fear an “explosive increase” in Ebola cases after an outbreak in Congo entered a “new phase” and spread from the countryside to a city.	Loaded_Language
785801366	4589	4606	crucially correct	Sebastian Gorka is crucially correct, therefore, when he recommends a national counter-propaganda campaign that involves a two-part approach: the first being the bolstering of efforts to define our enemy (Steps #1 and #4 above) and, second, the strengthening of our allies and partners in their own counter-propaganda efforts – which must include our empowering of Muslims who are trying to form an anti-Jihadist version of Islam.	Loaded_Language
795079843	105	114	emergency	No sign of breakthrough after Pompeo meets with Saudi rulers over missing journalist  WASHINGTON — On an emergency mission to resolve a diplomatic crisis, Secretary of State Michael R. Pompeo held delicate talks Tuesday with the rulers of Saudi Arabia amid growing suspicions that a Virginia-based Saudi columnist was killed on their orders.	Loaded_Language
781847297	639	670	So unfair Jeff, Double Standard	“So unfair Jeff, Double Standard.” The tweet drew no immediate response from Sessions.	Doubt
790483991	4947	4961	shocking facts	I was a witness, not by my choice, of shocking facts and, as the Catechism of the Catholic Church states (par.	Loaded_Language
778139122	2315	2340	the milieu of machination	But this is the milieu of machination around someone who has the right of natural justice concerning his freedom.	Loaded_Language
769682854	1004	1026	I support my President	"""I support my President and, if you don’t, let’s have a conversation about it instead of ripping my hat off,” he told the station."	Slogans
695833178	2420	2438	so-called evidence	As noted above, at this point literally every piece of so-called evidence put forth by authorities and then regurgitated by the mainstream media cannot be trusted and should be considered as disinformation until proven otherwise.	Name_Calling,Labeling
111111122	6839	6868	partisan, conservative judges	There are plenty of other partisan, conservative judges, and plenty of conservative judges who lean towards an expansive view of presidential powers.	Name_Calling,Labeling
738207834	3268	3308	turned the Vatican into a den of thieves	Error, even heresy and blasphemy are pouring daily out of the mouth of his successor, who has, literally, turned the Vatican into a den of thieves, and we hear nothing but the occasional, carefully worded statement on how fine everything is.	Loaded_Language
790777028	199	214	temper tantrums	President Trump Orders FBI Investigation Into Kavanaugh Following Democrat Temper Tantrum  Thought Judge Brett Kavanaugh has been through at least 6 FBI background checks, because of Senate Democrat temper tantrums and RINO Republican Senator Jeff Flake's desire to have another FBI investigation into allegations of sexual misconduct by Kavanaugh with zero evidence, President Trump succumbed to the pressure and issued an executive order on Friday that authorizes another FBI background check into Kavanaugh.	Loaded_Language
774637726	2567	2572	never	But he’s also never criticized Benjamin Netanyahu.	Repetition
778664280	10114	10148	green-lighting vice and mortal sin	"But, practically speaking--in the real world--this kind of ""accompaniment"" is only green-lighting vice and mortal sin, and as such constitutes a hideous violation of everything these bishops supposedly believe as Catholic priests."	Loaded_Language
765197039	4310	4351	most treacherous in regard to all they do	Allah has created them to be partisans of Satan; most treacherous in regard to all they do; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work.	Exaggeration,Minimisation
737194975	7712	7855	President Trump’s Stalinist statements about taking guns first and worrying about due process later is the banner under which this is happening	Gun confiscation has started in America—and President Trump’s Stalinist statements about taking guns first and worrying about due process later is the banner under which this is happening.	Bandwagon,Reductio_ad_hitlerum
790677230	10562	10567	worse	I didn't think it could get any worse than that.	Repetition
723537899	4586	4691	Have the generals taking us into Syria told the president how and when, if ever, they plan to get us out?	Have the generals taking us into Syria told the president how and when, if ever, they plan to get us out?	Doubt
705409419	4383	4570	Ironically, your pontificate has given those who hold harmful theological and pastoral views the license and confidence to come into the light and expose their previously hidden darkness…	Ironically, your pontificate has given those who hold harmful theological and pastoral views the license and confidence to come into the light and expose their previously hidden darkness….	Loaded_Language
770376380	5472	5484	blind guides	“Leave them; they are blind guides.	Name_Calling,Labeling
725498022	757	770	to blaze down	But among secular reporters the sex abuse issue trumps all others and the fallout continues to blaze down on the Bergoglian pontificate in response to his amazing accusation earlier this month that victims of sexual abuse by clergy were engaging in “calumny,” in their accusations against a Chilean bishop, Juan de la Cruz Barros Madrid.	Loaded_Language
762546428	1727	1734	concern	Brian D. Ray, who heads up the National Home Education Research Institute, in Salem, Oregon, who’s conducted homeschooling research for 33 years, told The Times that concern over school curriculum has reached the top of the charts for most parents.	Repetition
706088110	2203	2282	that's a big difference and symptomatic of the lies from reporters like Raymond	Rombot was taken into custody because he had an outstanding Final Order Of Removal; that's a big difference and symptomatic of the lies from reporters like Raymond.	Whataboutism,Straw_Men,Red_Herring
729668796	3804	3940	Were the Ammonites and Moabites not kept out of the assembly of Israel because of their hatred of the people of God? (Deuteronoy 23:3-6)	Were the Ammonites and Moabites not kept out of the assembly of Israel because of their hatred of the people of God? (Deuteronoy 23:3-6) Yes, they were.	Black-and-White_Fallacy
765385479	6686	6700	extreme danger	They willfully ignored the evidence of extreme danger should Assange be extradited to the United States.	Exaggeration,Minimisation
777488669	21934	21955	settle their accounts	The most that can be said is that their lives here on earth are shortened, and they must settle their accounts sooner than expected.	Loaded_Language
721406153	5942	5947	fools	But we are not fools.	Repetition
782086447	19791	19802	shamelessly	The Cardinal lies shamelessly and prevails upon his Chancellor, Monsignor Antonicelli, to lie as well.	Loaded_Language
783702663	20662	20679	For heaven’s sake	For heaven’s sake, the men who govern the Church today require a Vatican summit meeting to agonize over whether serial child molesters should be defrocked.	Loaded_Language
785801366	7722	7773	brave Muslim individuals who genuinely reject Jihad	The government must also bring in brave Muslim individuals who genuinely reject Jihad and empower them in propagating their anti-jihadist vision for Islam.	Name_Calling,Labeling
701447437	1092	1168	Some locals believe the whole plague is some kind of a government conspiracy	Some locals believe the whole plague is some kind of a government conspiracy, and say they have no intention of forgoing the ritual known as “famadihana.” They say they will continue to dance with the dead and intend to honor their ancestors.	Appeal_to_Authority
780787440	3740	4317	According to church expert John L Allen, an editor at specialized website Crux.com, the Catholic Church has a structural problem when it comes to dealing with cover up accusations. “Sixteen years since the crisis first erupted in the U.S., almost ten years since that happened in Ireland, and now more than five years since Francis was elected, the Catholic Church still has no credible, transparent process for handling cases when the accusation against a bishop isn’t the direct commission of abuse but rather covering up someone else’s crimes,” Allen said in a Sunday column	According to church expert John L Allen, an editor at specialized website Crux.com, the Catholic Church has a structural problem when it comes to dealing with cover up accusations. “Sixteen years since the crisis first erupted in the U.S., almost ten years since that happened in Ireland, and now more than five years since Francis was elected, the Catholic Church still has no credible, transparent process for handling cases when the accusation against a bishop isn’t the direct commission of abuse but rather covering up someone else’s crimes,” Allen said in a Sunday column.	Appeal_to_Authority
764518567	9264	9272	infamous	Attorney General Lynch’s infamous tarmac meeting with Bill Clinton was discussed in the report, but mostly in the context of how it affected Comey’s decision to go rogue, so to speak, in making his July 5th announcement without prior approval from the Justice Department.	Repetition
781847297	1652	1656	Dems	“She was not going to serve in his military.” Meanwhile, Trump continued pounding Sessions in other tweets, saying he needed to investigate “deleted Emails, Comey lies & leaks, Mueller conflicts, McCabe, Strzok, Page, Ohr…the Clinton Foundation, illegal surveillance of Trump Campaign, Russian collusion by Dems — and so much more.” — Johnny Edwards The Atlanta Journal-Constitution ——— ©2018 The Atlanta Journal-Constitution (Atlanta, Ga.	Name_Calling,Labeling
701299732	2297	2327	these people will end up dying	If the treatment is not given in a very short period of time these people will end up dying.” Both forms of the plague can be cured with antibiotics, but getting treatment quickly is the key to survival.	Appeal_to_fear-prejudice
703698295	3183	3200	episcopal bullies	Just as Tom Weinandy has, in effect, just said.”    As I write this, the outrage is doing the opposite of dying down, and is surely a sign of how fed up Catholics – even those who would never identify themselves as Traditionalists – have become with this pope and his cadre of episcopal bullies.	Name_Calling,Labeling
766942310	4373	4388	terrible insult	This was a terrible insult and could spark decisions by at least Japan to proceed ahead with its covert nuclear program.	Loaded_Language
755393220	4439	4447	horrific	To see what US intervention—through military support and the support of opposition groups—does to countries, one need only look at Syria, Iraq, Afghanistan, and Libya to see the horrific death tolls and war-ravaged dystopias left in America’s wake.	Loaded_Language
729581752	38	67	but scientists aren’t worried	The Sun is getting cooler and dimmer, but scientists aren’t worried  In what is being considered a particularly rare event, scientists are projecting that the Sun will be an unusually cool customer by the year 2050.	Thought-terminating_Cliches
765913191	255	347	despite the fact that government has never been given authority to restrict or regulate arms	US Conference of Mayors Call For More Gun Confiscation Legislation  The United States Conference of Mayors passed several resolutions last week that called for more gun confiscation legislation following all the debate about guns after several shootings, despite the fact that government has never been given authority to restrict or regulate arms.	Black-and-White_Fallacy
729549972	2356	2371	record-breaking	The mission controllers at the Johns Hopkins Applied Physics Laboratory in Laurel, Maryland, will bring the spacecraft out of its electronic slumber in June to begin a series of system checkouts and other activities to prepare it for the next record-breaking encounter.	Loaded_Language
786731884	3996	4079	The government needs, he said, to “implement a concrete ‘countering-jihad’ strategy	Facebook also refused to respond to Glazov’s inquiry about “what it is specifically that violates Facebook’s ‘community standards’ when a person gives advice on how to best defend American lives from jihad.” Glazov has written about the subject in previous books, including “High Noon for America: The Coming Showdown” and “United in Hate.” In his “9 Steps” article, he points out that the Obama administration was “cooperating with, and listening to, Muslim Brotherhood front groups such as CAIR and ISNA.” The government needs, he said, to “implement a concrete ‘countering-jihad’ strategy.” And he said it needs to affirm “Shariah’s assault on the U.S.	Appeal_to_Authority
758756657	5639	5649	threatened	Worse still, Penkoski is now being threatened by students who attend the school with his daughter.	Appeal_to_fear-prejudice
770938827	2048	2062	fueled outrage	The length of their prison terms, in part, fueled outrage at their convictions.	Loaded_Language
700662577	1570	1765	The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season	The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season,” the lawmakers stated in a letter.	Appeal_to_fear-prejudice
728972961	4910	4935	destruction of the Church	When I die and go before the judge, God will not be able to say to me, “You destroyed the Church.” I refused to contribute to the destruction of the Church.	Repetition
730237078	516	581	a greatest distance from Earth than any in the history of mankind	Captured by NASA’s New Horizons spacecraft, the images were gathered at a greatest distance from Earth than any in the history of mankind.	Exaggeration,Minimisation
774145019	2996	3011	protect America	The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.	Repetition
769962328	3566	3594	political leader of the pack	Philippians 2:7-9 These are those that sit behind the status of some sort of church or political leader of the pack.	Name_Calling,Labeling
778664280	6543	6921	"Basing itself on Sacred Scripture, which presents homosexual acts as acts of grave depravity, tradition has always declared that ""homosexual acts are intrinsically disordered."" They are contrary to the natural law. They close the sexual act to the gift of life. They do not proceed from a genuine affective and sexual complementarity. Under no circumstances can they be approved"	"In fact, this binding and constant teaching of the Church was reaffirmed most recently in her most authoritative modern catechism, which holds the exact opposite position from that apparently held by many bishops: Homosexuality refers to relations between men or between women who experience an exclusive or predominant sexual attraction toward persons of the same sex... Basing itself on Sacred Scripture, which presents homosexual acts as acts of grave depravity, tradition has always declared that ""homosexual acts are intrinsically disordered."" They are contrary to the natural law. They close the sexual act to the gift of life. They do not proceed from a genuine affective and sexual complementarity. Under no circumstances can they be approved."	Causal_Oversimplification
773520636	7922	7945	a “terror to good works	Take note that civil government is to be, and must be, a “terror to good works.” It has no power or authority to terrorize good works or good, law-abiding people.	Name_Calling,Labeling
783702663	5414	5624	Yet there is little doubt they will continue the same polemic that for nearly sixty years has doggedly defended every one of the ruinous “reforms” that have resulted in a debacle without equal in Church history	Yet there is little doubt they will continue the same polemic that for nearly sixty years has doggedly defended every one of the ruinous “reforms” that have resulted in a debacle without equal in Church history, even considering the Arian crisis of the 4th century.	Doubt
762200179	663	678	American people	"""The Obama administration misled the American people and Congress because they were desperate to get a deal with Iran,"" said Sen."	Flag-Waving
111111122	5778	5797	cut-of-his-jib test	And yes, I call it the cut-of-his-jib test quite deliberately.	Loaded_Language
703698295	320	353	brave defenders of the status quo	It took a matter of hours for the brave defenders of the status quo to leap into action against the mild Franciscan friar’s polite plea to Pope Francis to defend the Catholic Faith and faithful.	Name_Calling,Labeling
758386255	9348	9356	autonomy	This emphasis is repeated so often one might almost think there is a concern in Rome that the “fruitful” post-conciliar monastic life is in danger of fizzling out… for… some reason… Monastery sui juris refers to the religious house of a female monastic community that, having the requisites for real autonomy of life, was legitimately erected by the Holy See and enjoys juridical autonomy under the law.	Repetition
778139122	9213	9224	heaped upon	It describes the tsunami of vindictive personal abuse that has been heaped upon Julian from well-known journalists, many claiming liberal credentials.	Loaded_Language
730268758	2346	2365	extremely dangerous	Yore called the example Pope Francis set in the way he handled the abuse information “extremely dangerous.” “But it is extremely dangerous as the head of the Catholic Church — you know, the last appeal — that this is the kind of behavior that is going to be mimicked around the world by bishops, [who will say] ‘Well if the Pope is not going to intervene and impose zero tolerance, why should I?’” Reports say Pope Francis personally received the eight-page letter from the Chilean victim graphically detailing the alleged abuses by Karadima and linking Barros as having witnessed and covered up the abuse.	Repetition
776049384	1552	1560	Molester	Molester McCarrick: I don’t think so.	Repetition
701447437	939	1017	the bacteria can still be transmitted and contaminate whoever handles the body	“If a person dies of pneumonic plague and is then interred in a tomb that is subsequently opened for [the ritual], the bacteria can still be transmitted and contaminate whoever handles the body,” said Willy Randriamarotia, Madagascar’s health ministry chief of staff.	Appeal_to_fear-prejudice
111111113	3580	3741	"This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,"""	"""This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,"" ICE Director Thomas Homan said in a statement on Thursday."	Causal_Oversimplification
778664280	5973	6034	"an ""inclusive community"" that ""welcomes all"" and ""judges none"	"Far from being reassured of this by their bishops, many Catholic faithful today are informed that the modern Catholic Church is now an ""inclusive community"" that ""welcomes all"" and ""judges none."""	Name_Calling,Labeling
765385479	2756	2777	whooping and cheering	When the Libyan President was murdered publicly and gruesomely with a knife, Clinton was filmed whooping and cheering.	Loaded_Language
769752554	906	915	patriotic	According to Breitbart, in the mother’s post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called “scum bag of the year.” The San Antonio CBS affiliate reported that Spittler wrote: “His friend was wearing a patriotic hat, and this happened!	Flag-Waving
773937361	3415	3434	homosexualist cabal	Whether he now has to go live in obscurity in some beach house in the Caymans, it will remain true: McCarrick is the “New Church.” A point that Dreher’s informants have brought up needs to be made emphatic: the homosexualist cabal that is currently reported to be dominant in the Catholic hierarchy (and don’t imagine this is confined to the United States or even to the English speaking world) have a well documented methodology of mutual protection-and-threat that keeps the whole apparatus afloat.	Name_Calling,Labeling
777488669	15762	15781	physical extinction	Modern secularized society assumes that physical extinction is the worst thing that can happen to a human being, whereas the faith teaches that eternal damnation is incalculably worse.	Loaded_Language
